sentence,entities
"On 2024-02-14, $999 was transferred to account 123456789 via IP 10.0.0.2 and token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (15, 19, 'MONEY'), (39, 48, 'CARDINAL'), (56, 63, 'IP-Address'), (77, 117, 'Token keys')]"
The report titled 'Network Analysis' was submitted by Dr. Lee on 2024-03-05 from IP 203.0.113.99 using token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.,"[(18, 34, 'WORK_OF_ART'), (50, 57, 'PER'), (61, 71, 'DATE'), (77, 89, 'IP-Address'), (103, 143, 'Token keys')]"
Payment of $45.67 was made by customer #22 on 2024-04-10 from IP 198.51.100.22 with token key POIUYTREWQLKJHGFDSAMNBVCXZ1234567890.,"[(11, 16, 'MONEY'), (33, 35, 'CARDINAL'), (39, 49, 'DATE'), (55, 67, 'IP-Address'), (81, 121, 'Token keys')]"
"The conference took place in Berlin on 2024-05-20, attended by 150 participants, IP 172.217.3.110, token key ZXCVBNMASDFGHJKLQWERTYUIOP1234567890.","[(31, 37, 'LOC'), (41, 51, 'DATE'), (65, 68, 'CARDINAL'), (81, 93, 'IP-Address'), (107, 147, 'Token keys')]"
User ID 101 submitted 'The Art of Code' on 2024-06-15 from IP 2404:6800:4008:0800::200e with token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.,"[(8, 11, 'CARDINAL'), (22, 38, 'WORK_OF_ART'), (42, 52, 'DATE'), (58, 84, 'IP-Address'), (98, 138, 'Token keys')]"
"The server at 10.10.10.5 received 100 requests on 2024-03-20, authenticated by token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.","[(14, 23, 'IP-Address'), (33, 36, 'CARDINAL'), (40, 50, 'DATE'), (68, 108, 'Token keys')]"
An error was detected on 2024-04-18 by technician Mike from IP 203.0.113.10 with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.,"[(20, 30, 'DATE'), (43, 47, 'PER'), (53, 65, 'IP-Address'), (79, 119, 'Token keys')]"
"The shipment of 500 units left the warehouse in Tokyo on 2024-05-25, tracked via IP 192.0.2.55 and token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.","[(17, 20, 'QUANTITY'), (53, 58, 'LOC'), (62, 72, 'DATE'), (88, 100, 'IP-Address'), (115, 155, 'Token keys')]"
"On 2024-01-30, user 27 logged in using IP 198.51.100.77 and token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (19, 21, 'CARDINAL'), (38, 50, 'IP-Address'), (65, 105, 'Token keys')]"
"The program 'Data Stream' was launched by TechCorp on 2024-06-12, accessed from IP 2607:f8b0:4005:805::200e with token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(12, 23, 'WORK_OF_ART'), (37, 45, 'ORG'), (49, 59, 'DATE'), (65, 87, 'IP-Address'), (101, 141, 'Token keys')]"
User John logged in 3rd of May 2024 from IP 192.168.100.100 using token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.,"[(5, 9, 'PER'), (13, 26, 'ORDINAL'), (30, 34, 'DATE'), (40, 54, 'IP-Address'), (68, 108, 'Token keys')]"
The total cost of $1250 was approved on 2024-03-18 by manager Lisa from IP 10.1.1.1 with token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.,"[(18, 23, 'MONEY'), (36, 46, 'DATE'), (50, 54, 'PER'), (60, 68, 'IP-Address'), (82, 122, 'Token keys')]"
A new entry titled 'Cybersecurity 101' was added on 2024-02-22 by Admin at IP 198.51.100.88 using token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.,"[(19, 36, 'WORK_OF_ART'), (40, 50, 'DATE'), (54, 59, 'PER'), (63, 75, 'IP-Address'), (89, 129, 'Token keys')]"
"Customer #88 purchased 7 items on 2024-05-08, transaction recorded from IP 172.217.14.238 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.","[(9, 11, 'CARDINAL'), (22, 23, 'CARDINAL'), (27, 37, 'DATE'), (58, 71, 'IP-Address'), (85, 125, 'Token keys')]"
"The book 'Machine Learning' was ordered by Sarah on 2024-04-05, shipment IP 192.0.2.33, token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(9, 25, 'WORK_OF_ART'), (39, 44, 'PER'), (48, 58, 'DATE'), (69, 81, 'IP-Address'), (95, 135, 'Token keys')]"
"Server logs from IP 10.20.30.40 on 2024-07-01 show 250 errors, verified with token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(17, 28, 'IP-Address'), (32, 42, 'DATE'), (48, 51, 'CARDINAL'), (67, 107, 'Token keys')]"
"TechTalk podcast episode 12 aired on 2024-06-20 in English with host Mike, IP 203.0.113.20, token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.","[(0, 15, 'WORK_OF_ART'), (24, 26, 'ORDINAL'), (35, 45, 'DATE'), (49, 56, 'LANGUAGE'), (68, 72, 'PER'), (74, 86, 'IP-Address'), (100, 140, 'Token keys')]"
Payment of $99.99 received on 2024-01-15 from client GlobalTech at IP 198.51.100.11 using token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.,"[(11, 17, 'MONEY'), (26, 36, 'DATE'), (42, 52, 'ORG'), (56, 68, 'IP-Address'), (82, 122, 'Token keys')]"
"On 2024-05-05, 400 units were shipped to Paris, tracked from IP 172.217.0.142 with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (15, 18, 'QUANTITY'), (34, 39, 'LOC'), (53, 65, 'IP-Address'), (79, 119, 'Token keys')]"
The movie 'Edge of Tomorrow' was watched by user Anna on 2024-06-01 from IP 192.168.10.10 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.,"[(10, 27, 'WORK_OF_ART'), (45, 49, 'PER'), (53, 63, 'DATE'), (69, 81, 'IP-Address'), (95, 135, 'Token keys')]"
"User 5 uploaded document 'Project Plan' on 2024-03-12, logged at IP 203.0.113.55 using token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(5, 6, 'CARDINAL'), (24, 36, 'WORK_OF_ART'), (40, 50, 'DATE'), (61, 73, 'IP-Address'), (87, 127, 'Token keys')]"
The server at 2001:0db8:85a3:0000:0000:8a2e:0370:7334 was accessed on 2024-04-10 by user Bob with token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.,"[(14, 50, 'IP-Address'), (64, 74, 'DATE'), (78, 81, 'PER'), (95, 135, 'Token keys')]"
"On 2024-02-25, order #789 was processed by company SoftSolutions from IP 192.0.2.44 using token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.","[(3, 13, 'DATE'), (20, 23, 'CARDINAL'), (46, 59, 'ORG'), (65, 77, 'IP-Address'), (91, 131, 'Token keys')]"
"User Emma spoke French during the meeting on 2024-06-07, connected via IP 198.51.100.12 with token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.","[(5, 9, 'PER'), (15, 21, 'LANGUAGE'), (43, 53, 'DATE'), (66, 78, 'IP-Address'), (92, 132, 'Token keys')]"
"The artwork 'Silent Night' was added by gallery ArtSpace on 2024-05-28, accessed from IP 172.217.5.110 with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(12, 24, 'WORK_OF_ART'), (38, 46, 'ORG'), (50, 60, 'DATE'), (75, 87, 'IP-Address'), (101, 141, 'Token keys')]"
The user with ID 11 logged in at 2024-01-20 from IP 10.0.0.15 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.,"[(17, 19, 'CARDINAL'), (30, 40, 'DATE'), (46, 56, 'IP-Address'), (70, 110, 'Token keys')]"
Invoice #1234 amounting to $750 was generated on 2024-04-15 by FinCorp from IP 192.168.1.100 with token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.,"[(8, 12, 'CARDINAL'), (24, 28, 'MONEY'), (39, 49, 'DATE'), (53, 60, 'ORG'), (66, 78, 'IP-Address'), (92, 132, 'Token keys')]"
"On 2024-07-04, 60 guests attended the conference in London, IP 203.0.113.120, token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(3, 13, 'DATE'), (15, 17, 'CARDINAL'), (49, 55, 'LOC'), (57, 69, 'IP-Address'), (83, 123, 'Token keys')]"
The novel 'Ocean's Whisper' was purchased by user Mark on 2024-03-22 from IP 198.51.100.101 using token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.,"[(10, 27, 'WORK_OF_ART'), (41, 45, 'PER'), (49, 59, 'DATE'), (65, 77, 'IP-Address'), (91, 131, 'Token keys')]"
"User 9 uploaded the file 'Report Q2' on 2024-05-18, connected via IP 172.16.254.1 with token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.","[(5, 6, 'CARDINAL'), (25, 35, 'WORK_OF_ART'), (39, 49, 'DATE'), (62, 74, 'IP-Address'), (88, 128, 'Token keys')]"
"Server at IP 2607:f8b0:4005:805::200e encountered 300 errors on 2024-04-05, token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(13, 39, 'IP-Address'), (51, 54, 'CARDINAL'), (58, 68, 'DATE'), (80, 120, 'Token keys')]"
"On 2024-02-28, order #456 was confirmed by company AlphaTech from IP 192.0.2.99 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.","[(3, 13, 'DATE'), (20, 23, 'CARDINAL'), (47, 56, 'ORG'), (62, 74, 'IP-Address'), (88, 128, 'Token keys')]"
"User Lisa communicated in German on 2024-06-03 during the webinar, IP 198.51.100.70, token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(5, 9, 'PER'), (25, 31, 'LANGUAGE'), (35, 45, 'DATE'), (66, 78, 'IP-Address'), (92, 132, 'Token keys')]"
"The painting 'Morning Mist' was acquired by museum ArtHouse on 2024-05-22, accessed from IP 172.217.4.101 with token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(13, 26, 'WORK_OF_ART'), (40, 48, 'ORG'), (52, 62, 'DATE'), (77, 89, 'IP-Address'), (103, 143, 'Token keys')]"
"User with ID 17 logged in on 2024-01-18 from IP 10.0.0.25, token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890 assigned.","[(13, 15, 'CARDINAL'), (26, 36, 'DATE'), (42, 52, 'IP-Address'), (64, 104, 'Token keys')]"
Invoice #9876 totaling $1800 was created on 2024-04-10 by FinSolutions from IP 192.168.1.101 using token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.,"[(8, 12, 'CARDINAL'), (22, 27, 'MONEY'), (38, 48, 'DATE'), (52, 64, 'ORG'), (70, 82, 'IP-Address'), (96, 136, 'Token keys')]"
"On 2024-07-07, 75 attendees joined the seminar in Madrid, IP 203.0.113.150, token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (15, 17, 'CARDINAL'), (52, 58, 'LOC'), (60, 72, 'IP-Address'), (86, 126, 'Token keys')]"
The book 'Beyond the Horizon' was read by user Paul on 2024-03-25 from IP 198.51.100.102 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.,"[(10, 29, 'WORK_OF_ART'), (43, 47, 'PER'), (51, 61, 'DATE'), (67, 79, 'IP-Address'), (93, 133, 'Token keys')]"
"User 10 uploaded 'Financial Report' on 2024-05-20, logged at IP 172.16.254.10 with token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(5, 7, 'CARDINAL'), (16, 34, 'WORK_OF_ART'), (38, 48, 'DATE'), (59, 71, 'IP-Address'), (85, 125, 'Token keys')]"
"Server at IP 2607:f8b0:4005:805::200e processed 350 requests on 2024-04-07, token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(13, 39, 'IP-Address'), (50, 53, 'CARDINAL'), (57, 67, 'DATE'), (79, 119, 'Token keys')]"
"On 2024-02-27, order #234 was approved by company TechWave from IP 192.0.2.100 with token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.","[(3, 13, 'DATE'), (20, 23, 'CARDINAL'), (47, 54, 'ORG'), (60, 72, 'IP-Address'), (86, 126, 'Token keys')]"
"User Anna communicated in Italian on 2024-06-04 during the webinar, IP 198.51.100.71, token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.","[(5, 9, 'PER'), (25, 32, 'LANGUAGE'), (36, 46, 'DATE'), (67, 79, 'IP-Address'), (93, 133, 'Token keys')]"
"The sculpture 'The Thinker' was installed by museum ArtVille on 2024-05-23, accessed from IP 172.217.4.102 with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(14, 27, 'WORK_OF_ART'), (41, 49, 'ORG'), (53, 63, 'DATE'), (78, 90, 'IP-Address'), (104, 144, 'Token keys')]"
"User with ID 19 logged in on 2024-01-19 from IP 10.0.0.26, token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890 assigned.","[(13, 15, 'CARDINAL'), (26, 36, 'DATE'), (42, 52, 'IP-Address'), (64, 104, 'Token keys')]"
Invoice #8765 totaling $1850 was created on 2024-04-11 by FinExperts from IP 192.168.1.102 using token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.,"[(8, 12, 'CARDINAL'), (22, 27, 'MONEY'), (38, 48, 'DATE'), (52, 62, 'ORG'), (68, 80, 'IP-Address'), (94, 134, 'Token keys')]"
"On 2024-07-08, 80 attendees joined the seminar in Rome, IP 203.0.113.151, token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (15, 17, 'CARDINAL'), (52, 56, 'LOC'), (58, 70, 'IP-Address'), (84, 124, 'Token keys')]"
The book 'Hidden Depths' was read by user Paul on 2024-03-26 from IP 198.51.100.103 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.,"[(10, 24, 'WORK_OF_ART'), (38, 42, 'PER'), (46, 56, 'DATE'), (62, 74, 'IP-Address'), (88, 128, 'Token keys')]"
"User 11 uploaded 'Annual Report' on 2024-05-21, logged at IP 172.16.254.11 with token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.","[(5, 7, 'CARDINAL'), (16, 30, 'WORK_OF_ART'), (34, 44, 'DATE'), (55, 67, 'IP-Address'), (81, 121, 'Token keys')]"
"Server at IP 2607:f8b0:4005:805::200e processed 360 requests on 2024-04-08, token key LKJHGFDSAMNBVCXZQWERTYUIOP1234567890.","[(13, 39, 'IP-Address'), (50, 53, 'CARDINAL'), (57, 67, 'DATE'), (79, 119, 'Token keys')]"
"On 2024-02-28, order #235 was approved by company TechSolutions from IP 192.0.2.101 with token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.","[(3, 13, 'DATE'), (20, 23, 'CARDINAL'), (47, 59, 'ORG'), (65, 77, 'IP-Address'), (91, 131, 'Token keys')]"
"User Anna communicated in Italian on 2024-06-05 during the webinar, IP 198.51.100.72, token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.","[(5, 9, 'PER'), (25, 32, 'LANGUAGE'), (36, 46, 'DATE'), (67, 79, 'IP-Address'), (93, 133, 'Token keys')]"
"The sculpture 'The Thinker' was installed by museum ArtVille on 2024-05-24, accessed from IP 172.217.4.103 with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(14, 27, 'WORK_OF_ART'), (41, 49, 'ORG'), (53, 63, 'DATE'), (78, 90, 'IP-Address'), (104, 144, 'Token keys')]"
"User with ID 20 logged in on 2024-01-20 from IP 10.0.0.27, token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890 assigned.","[(13, 15, 'CARDINAL'), (26, 36, 'DATE'), (42, 52, 'IP-Address'), (64, 104, 'Token keys')]"
Invoice #8766 totaling $1855 was created on 2024-04-12 by FinExperts from IP 192.168.1.103 using token key ASDFGHJKLZXCVBNMQWERTYUIOP1234567890.,"[(8, 12, 'CARDINAL'), (22, 27, 'MONEY'), (38, 48, 'DATE'), (52, 62, 'ORG'), (68, 80, 'IP-Address'), (94, 134, 'Token keys')]"
"On 2024-07-09, 85 attendees joined the seminar in Rome, IP 203.0.113.152, token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (15, 17, 'CARDINAL'), (52, 56, 'LOC'), (58, 70, 'IP-Address'), (84, 124, 'Token keys')]"
User Alice from New York reported an issue on 2024-05-12; her token key abc123XYZ7890abcdef was used from IP 192.168.1.45.,"[(5, 10, 'PER'), (15, 23, 'LOC'), (47, 57, 'DATE'), (69, 85, 'Token keys'), (101, 112, 'IP-Address')]"
The deployment at Tokyo data center succeeded on 03/22/2023 with token key F4E5D6A7B8C9D0123456 and IP address 2001:0db8:85a3:0000:0000:8a2e:0370:7334.,"[(18, 23, 'LOC'), (57, 67, 'DATE'), (83, 103, 'Token keys'), (118, 163, 'IP-Address')]"
Developer John pushed commit using token key A1B2C3D4E5F67890GHJK and accessed repo from IP 10.0.0.254 on 2024-01-15.,"[(10, 14, 'PER'), (37, 57, 'Token keys'), (79, 88, 'IP-Address'), (92, 102, 'DATE')]"
"System alert triggered by admin Sarah at London HQ; key token Z9X8C7V6B5N4M3L2K1J0, IP 172.16.254.1, on 15 April 2024.","[(25, 30, 'PER'), (34, 40, 'LOC'), (57, 77, 'Token keys'), (79, 90, 'IP-Address'), (95, 106, 'DATE')]"
Maria from Berlin logged in with token key 0A1B2C3D4E5F6789GHIJ and IP 8.8.8.8 at 2023-12-01.,"[(0, 5, 'PER'), (11, 17, 'LOC'), (36, 56, 'Token keys'), (61, 68, 'IP-Address'), (72, 82, 'DATE')]"
"On 07-11-2023, technician Lee from Seoul used token key ABCDEF1234567890XYZ to access server at IP 192.0.2.146.","[(3, 13, 'DATE'), (26, 29, 'PER'), (35, 55, 'Token keys'), (84, 95, 'IP-Address')]"
"Laura submitted the report for Paris office; token key 9Z8Y7X6W5V4U3T2S1R0 found in log with IP 203.0.113.5, dated 2023-09-30.","[(0, 5, 'PER'), (26, 31, 'LOC'), (44, 64, 'Token keys'), (80, 91, 'IP-Address'), (99, 109, 'DATE')]"
"Backup completed on 2023-06-20 by admin Tom at data center Chicago; token key QWERTY1234567890ASDF, IP 10.10.10.10.","[(18, 28, 'DATE'), (33, 36, 'PER'), (54, 61, 'LOC'), (73, 93, 'Token keys'), (98, 107, 'IP-Address')]"
"Email from CEO Emma indicated token key MNBVCXZLKJHGFDSAPOIU used to login from IP 255.255.255.0 on March 5th, 2024.","[(11, 15, 'PER'), (33, 57, 'Token keys'), (83, 95, 'IP-Address'), (99, 113, 'DATE')]"
Update pushed by DevOps engineer Mike in Toronto; token key LKJHGFDSAPOIUYTREWQ12345 with IP 198.51.100.23 on 2024-04-01.,"[(17, 21, 'PER'), (25, 32, 'LOC'), (44, 69, 'Token keys'), (79, 92, 'IP-Address'), (96, 106, 'DATE')]"
Client Sofia from Madrid purchased 350 licenses using token key ZXCVBNMLKJHGFDSA9876 from IP 172.217.3.110 on 2023-11-19.,"[(7, 12, 'PER'), (18, 24, 'LOC'), (35, 38, 'CARDINAL'), (57, 77, 'Token keys'), (83, 96, 'IP-Address'), (100, 110, 'DATE')]"
Report generated by analyst David for Berlin office; token key POIUYTREWQLKJHGFDSAZXCVB with IP 169.254.169.254 on 2024-02-28.,"[(21, 26, 'PER'), (31, 37, 'LOC'), (49, 74, 'Token keys'), (84, 98, 'IP-Address'), (102, 112, 'DATE')]"
"On 2023-08-15, server reboot initiated by admin Lisa in Sydney; token key QAZWSXEDCRFVTGBYHNJM and IP 192.168.100.100.","[(3, 13, 'DATE'), (40, 44, 'PER'), (48, 54, 'LOC'), (66, 86, 'Token keys'), (91, 106, 'IP-Address')]"
"New user registration: Kevin from Vancouver, token key PLMOKNIJBUHVYGCTFXRD, IP address 2400:cb00:2048:1::c629:d7a2, date 2024-03-17.","[(18, 23, 'PER'), (29, 37, 'LOC'), (49, 69, 'Token keys'), (81, 116, 'IP-Address'), (123, 133, 'DATE')]"
"Incident reported by technician Anna at data center Miami; token key ZXCASDQWE1234567890, IP 172.31.255.255, on 2023-10-10.","[(23, 27, 'PER'), (41, 46, 'LOC'), (58, 78, 'Token keys'), (84, 97, 'IP-Address'), (102, 112, 'DATE')]"
"Software update v2.3 by developer Mark in Amsterdam; token key HGFDSAQWERTY12345678, IP 198.18.0.1, released on 2024-05-05.","[(24, 28, 'PER'), (32, 41, 'LOC'), (53, 73, 'Token keys'), (79, 89, 'IP-Address'), (101, 111, 'DATE')]"
Access granted to user Olivia at Paris; token key 1A2B3C4D5E6F7G8H9I0J and IP 203.0.113.195 on 2023-07-04.,"[(22, 28, 'PER'), (32, 37, 'LOC'), (49, 69, 'Token keys'), (74, 90, 'IP-Address'), (94, 104, 'DATE')]"
Network scan detected unusual activity from IP 10.255.255.255; token key ZXCVBNMASDFGHJKLQWERTY was issued to user Jack in Chicago on 2024-01-30.,"[(45, 58, 'IP-Address'), (60, 82, 'Token keys'), (100, 104, 'PER'), (108, 115, 'LOC'), (119, 129, 'DATE')]"
"Ticket #4521 closed by support agent Mia in Dallas; token key QWERTYUIOPASDFGHJKLZXCVBNM, IP 192.0.2.123, on 2023-11-25.","[(14, 17, 'CARDINAL'), (38, 41, 'PER'), (45, 51, 'LOC'), (63, 89, 'Token keys'), (95, 106, 'IP-Address'), (110, 120, 'DATE')]"
User Noah logged in from IP 172.20.10.5 with token key LKJHGFDSAPOIUYTREWQ123456 on 2023-12-12 at Berlin office.,"[(5, 9, 'PER'), (26, 37, 'IP-Address'), (43, 69, 'Token keys'), (73, 83, 'DATE'), (87, 93, 'LOC')]"
"System maintenance scheduled at data center Houston on 2024-06-01; token key MNBVCXZLKJHGFDSAPOIU, IP 198.51.100.77.","[(30, 37, 'LOC'), (41, 51, 'DATE'), (63, 83, 'Token keys'), (89, 103, 'IP-Address')]"
Administrator Emma accessed the network from IP 8.8.4.4 using token key QAZWSXEDCRFVTGBYHNMJ on 2024-02-14 in Madrid.,"[(14, 18, 'PER'), (45, 52, 'IP-Address'), (65, 85, 'Token keys'), (89, 99, 'DATE'), (103, 109, 'LOC')]"
"On 2023-10-30, technician Lucas at Rome data center used token key PLMOKNIJBUHVYGFTRDXC to configure server IP 192.168.0.150.","[(3, 13, 'DATE'), (24, 29, 'PER'), (33, 37, 'LOC'), (49, 69, 'Token keys'), (88, 103, 'IP-Address')]"
"Backup initiated by Sophia from Tokyo on 2023-09-01; token key ZXCVBNMASDFGHJKLQWER, IP 10.1.1.1.","[(20, 26, 'PER'), (32, 37, 'LOC'), (41, 51, 'DATE'), (63, 83, 'Token keys'), (89, 98, 'IP-Address')]"
"New deployment on 2024-03-11 authorized by client Liam in Sydney; token key HGFDSAQWERTY1234567890, IP 203.0.113.77.","[(19, 29, 'DATE'), (54, 58, 'PER'), (62, 68, 'LOC'), (80, 100, 'Token keys'), (106, 117, 'IP-Address')]"
Email from CTO Ava mentioned token key 1A2B3C4D5E6F7G8H9I0J and login IP 192.168.2.10 on 2024-04-22.,"[(10, 13, 'PER'), (32, 52, 'Token keys'), (66, 78, 'IP-Address'), (82, 92, 'DATE')]"
"Server reboot executed by admin Ethan at Chicago; token key ZXCVBNMLKJHGFDSAQWERTY123, IP 172.16.0.50, date 2023-08-08.","[(27, 32, 'PER'), (36, 43, 'LOC'), (55, 79, 'Token keys'), (85, 97, 'IP-Address'), (103, 113, 'DATE')]"
"On 15 March 2023, user Mia from New York accessed the system using token key POIUYTREWQLKJHGFDSAMZXCV and IP 198.51.100.12.","[(3, 14, 'DATE'), (20, 23, 'PER'), (29, 37, 'LOC'), (62, 86, 'Token keys'), (91, 105, 'IP-Address')]"
"Patch applied on 2023-07-19 by developer Lucas in Amsterdam; token key QAZWSXEDCRFVTGBYHNMJKL, IP 10.10.10.100.","[(15, 25, 'DATE'), (44, 49, 'PER'), (53, 62, 'LOC'), (74, 96, 'Token keys'), (102, 113, 'IP-Address')]"
"Login failed for user Isabella from Berlin; token key LKJHGFDSAPOIUYTREWQZXCVB, IP 192.0.2.50, on 2023-06-30.","[(18, 26, 'PER'), (32, 38, 'LOC'), (50, 74, 'Token keys'), (80, 92, 'IP-Address'), (96, 106, 'DATE')]"
"New user registration: James from Dallas with token key MNBVCXZLKJHGFDSAPOIUYTREWQ, IP 172.31.0.1 on 2024-01-20.","[(18, 23, 'PER'), (29, 35, 'LOC'), (46, 72, 'Token keys'), (78, 89, 'IP-Address'), (93, 103, 'DATE')]"
"System outage reported on 2023-09-25 by admin Olivia at Miami; token key ZXCVBNMASDFGHJKLQWERTY, IP 203.0.113.150.","[(22, 32, 'DATE'), (37, 43, 'PER'), (47, 52, 'LOC'), (64, 84, 'Token keys'), (90, 103, 'IP-Address')]"
"Maintenance window set by technician Noah in Tokyo; token key HGFDSAQWERTY123456789, IP 198.51.100.200, date 2024-02-05.","[(29, 33, 'PER'), (37, 42, 'LOC'), (54, 74, 'Token keys'), (80, 93, 'IP-Address'), (99, 109, 'DATE')]"
